Jahr,Wochennummer,Lat,Long,Ort,Durchschnitt
2020,38,41.3875,2.1151,Palau Reial,7.627
2020,39,41.3875,2.1151,Palau Reial,3.813
2020,40,41.3875,2.1151,Palau Reial,2.505
2020,41,41.4039,2.2045,Poblenou,11.918
2020,42,41.4039,2.2045,Poblenou,6.205
2020,43,41.4039,2.2045,Poblenou,14.087
2020,44,41.4039,2.2045,Poblenou,15.040
2020,41,41.3788,2.1331,Sants,5.695
2020,42,41.3788,2.1331,Sants,3.330
2020,43,41.3788,2.1331,Sants,8.539
2020,44,41.3788,2.1331,Sants,9.074
2020,41,41.3853,2.1538,Eixample,21.165
2020,42,41.3853,2.1538,Eixample,14.288
2020,43,41.3853,2.1538,Eixample,32.162
2020,44,41.3853,2.1538,Eixample,26.001
2020,41,41.3987,2.1534,Gràcia,14.451
2020,42,41.3987,2.1534,Gràcia,8.246
2020,43,41.3987,2.1534,Gràcia,12.141
2020,44,41.3987,2.1534,Gràcia,17.245
2020,41,41.3864,2.1874,Ciutadella,8.429
2020,42,41.3864,2.1874,Ciutadella,2.928
2020,43,41.3864,2.1874,Ciutadella,10.313
2020,44,41.3864,2.1874,Ciutadella,9.992
2020,41,41.4261,2.148,Vall Hebron,10.412
2020,42,41.4261,2.148,Vall Hebron,3.729
2020,43,41.4261,2.148,Vall Hebron,6.140
2020,44,41.4261,2.148,Vall Hebron,6.591
2020,41,41.3875,2.1151,Palau Reial,3.794
2020,42,41.3875,2.1151,Palau Reial,1.434
2020,43,41.3875,2.1151,Palau Reial,3.614
2020,44,41.3875,2.1151,Palau Reial,5.640
2020,45,41.4039,2.2045,Poblenou,8.391
2020,46,41.4039,2.2045,Poblenou,23.445
2020,47,41.4039,2.2045,Poblenou,19.809
2020,48,41.4039,2.2045,Poblenou,25.702
2020,45,41.3788,2.1331,Sants,4.644
2020,46,41.3788,2.1331,Sants,14.720
2020,47,41.3788,2.1331,Sants,10.356
2020,48,41.3788,2.1331,Sants,15.390
2020,45,41.3853,2.1538,Eixample,18.470
2020,46,41.3853,2.1538,Eixample,44.662
2020,47,41.3853,2.1538,Eixample,31.430
2020,48,41.3853,2.1538,Eixample,33.820
2020,45,41.3987,2.1534,Gràcia,12.966
2020,46,41.3987,2.1534,Gràcia,21.567
2020,47,41.3987,2.1534,Gràcia,17.677
2020,48,41.3987,2.1534,Gràcia,16.161
2020,45,41.3864,2.1874,Ciutadella,6.479
2020,46,41.3864,2.1874,Ciutadella,23.160
2020,47,41.3864,2.1874,Ciutadella,13.226
2020,48,41.3864,2.1874,Ciutadella,18.623
2020,45,41.4261,2.148,Vall Hebron,6.922
2020,46,41.4261,2.148,Vall Hebron,10.934
2020,47,41.4261,2.148,Vall Hebron,11.339
2020,48,41.4261,2.148,Vall Hebron,6.298
2020,45,41.3875,2.1151,Palau Reial,3.171
2020,46,41.3875,2.1151,Palau Reial,11.336
2020,47,41.3875,2.1151,Palau Reial,7.191
2020,48,41.3875,2.1151,Palau Reial,8.530
