Jahr,Wochennummer,Wochenbeginn,Lat,Long,Ort,Durchschnitt
2020,19,2020-05-04,41.3853,2.1538,Eixample,23.345
2020,20,2020-05-11,41.3853,2.1538,Eixample,14.172
2020,21,2020-05-18,41.3853,2.1538,Eixample,28.905
2020,22,2020-05-25,41.3853,2.1538,Eixample,25.003
2020,19,2020-05-04,41.3987,2.1534,Gràcia,21.096
2020,20,2020-05-11,41.3987,2.1534,Gràcia,14.613
2020,21,2020-05-18,41.3987,2.1534,Gràcia,25.393
2020,22,2020-05-25,41.3987,2.1534,Gràcia,19.622
2020,19,2020-05-04,41.4261,2.148,Vall Hebron,15.548
2020,20,2020-05-11,41.4261,2.148,Vall Hebron,8.245
2020,21,2020-05-18,41.4261,2.148,Vall Hebron,16.154
2020,22,2020-05-25,41.4261,2.148,Vall Hebron,14.287
2020,19,2020-05-04,41.3875,2.1151,Palau Reial,16.331
2020,20,2020-05-11,41.3875,2.1151,Palau Reial,11.003
2020,21,2020-05-18,41.3875,2.1151,Palau Reial,20.007
2020,22,2020-05-25,41.3875,2.1151,Palau Reial,15.272
2020,23,2020-06-01,41.4039,2.2045,Poblenou,16.577
2020,24,2020-06-08,41.4039,2.2045,Poblenou,17.711
2020,25,2020-06-15,41.4039,2.2045,Poblenou,18.188
2020,26,2020-06-22,41.4039,2.2045,Poblenou,28.205
2020,27,2020-06-29,41.4039,2.2045,Poblenou,25.380
2020,23,2020-06-01,41.3853,2.1538,Eixample,19.089
2020,24,2020-06-08,41.3853,2.1538,Eixample,18.934
2020,25,2020-06-15,41.3853,2.1538,Eixample,18.796
2020,26,2020-06-22,41.3853,2.1538,Eixample,32.452
2020,27,2020-06-29,41.3853,2.1538,Eixample,25.335
2020,23,2020-06-01,41.3987,2.1534,Gràcia,16.740
2020,24,2020-06-08,41.3987,2.1534,Gràcia,16.867
2020,25,2020-06-15,41.3987,2.1534,Gràcia,16.980
2020,26,2020-06-22,41.3987,2.1534,Gràcia,25.219
2020,27,2020-06-29,41.3987,2.1534,Gràcia,21.596
