Jahr,Wochennummer,Wochenbeginn,Lat,Long,Ort,Durchschnitt
2020,20,2020-05-11,41.4261,2.148,Vall Hebron,1.155
2020,21,2020-05-18,41.4261,2.148,Vall Hebron,1.511
2020,22,2020-05-25,41.4261,2.148,Vall Hebron,1.276
2020,19,2020-05-04,41.3875,2.1151,Palau Reial,1.158
2020,20,2020-05-11,41.3875,2.1151,Palau Reial,1.072
2020,21,2020-05-18,41.3875,2.1151,Palau Reial,1.573
2020,22,2020-05-25,41.3875,2.1151,Palau Reial,1.366
2020,23,2020-06-01,41.3853,2.1538,Eixample,1.131
2020,24,2020-06-08,41.3853,2.1538,Eixample,1.000
2020,25,2020-06-15,41.3853,2.1538,Eixample,1.156
2020,26,2020-06-22,41.3853,2.1538,Eixample,1.000
2020,27,2020-06-29,41.3853,2.1538,Eixample,1.124
2020,23,2020-06-01,41.3987,2.1534,Gràcia,3.212
2020,24,2020-06-08,41.3987,2.1534,Gràcia,2.762
2020,25,2020-06-15,41.3987,2.1534,Gràcia,3.231
2020,26,2020-06-22,41.3987,2.1534,Gràcia,3.397
2020,27,2020-06-29,41.3987,2.1534,Gràcia,2.450
2020,23,2020-06-01,41.4261,2.148,Vall Hebron,1.147
2020,24,2020-06-08,41.4261,2.148,Vall Hebron,1.275
2020,25,2020-06-15,41.4261,2.148,Vall Hebron,1.109
2020,26,2020-06-22,41.4261,2.148,Vall Hebron,1.091
2020,27,2020-06-29,41.4261,2.148,Vall Hebron,1.037
2020,23,2020-06-01,41.3875,2.1151,Palau Reial,1.301
2020,24,2020-06-08,41.3875,2.1151,Palau Reial,1.596
2020,25,2020-06-15,41.3875,2.1151,Palau Reial,1.276
2020,26,2020-06-22,41.3875,2.1151,Palau Reial,1.148
2020,27,2020-06-29,41.3875,2.1151,Palau Reial,1.030
2020,28,2020-07-06,41.3853,2.1538,Eixample,1.162
2020,29,2020-07-13,41.3853,2.1538,Eixample,1.006
2020,30,2020-07-20,41.3853,2.1538,Eixample,1.000
2020,31,2020-07-27,41.3853,2.1538,Eixample,1.000
2020,28,2020-07-06,41.3987,2.1534,Gràcia,1.660
2020,29,2020-07-13,41.3987,2.1534,Gràcia,1.340
2020,30,2020-07-20,41.3987,2.1534,Gràcia,1.056
2020,31,2020-07-27,41.3987,2.1534,Gràcia,1.212
2020,28,2020-07-06,41.4261,2.148,Vall Hebron,1.132
2020,29,2020-07-13,41.4261,2.148,Vall Hebron,1.043
2020,30,2020-07-20,41.4261,2.148,Vall Hebron,1.111
2020,31,2020-07-27,41.4261,2.148,Vall Hebron,1.133
2020,28,2020-07-06,41.3875,2.1151,Palau Reial,1.179
2020,29,2020-07-13,41.3875,2.1151,Palau Reial,1.063
2020,30,2020-07-20,41.3875,2.1151,Palau Reial,1.161
2020,31,2020-07-27,41.3875,2.1151,Palau Reial,1.019
2020,32,2020-08-03,41.3853,2.1538,Eixample,1.000
2020,33,2020-08-10,41.3853,2.1538,Eixample,1.099
2020,34,2020-08-17,41.3853,2.1538,Eixample,1.162
2020,35,2020-08-24,41.3853,2.1538,Eixample,1.124
2020,36,2020-08-31,41.3853,2.1538,Eixample,1.000
2020,32,2020-08-03,41.3987,2.1534,Gràcia,1.436
2020,33,2020-08-10,41.3987,2.1534,Gràcia,1.679
2020,34,2020-08-17,41.3987,2.1534,Gràcia,1.425
2020,35,2020-08-24,41.3987,2.1534,Gràcia,1.425
2020,36,2020-08-31,41.3987,2.1534,Gràcia,1.576
2020,32,2020-08-03,41.4261,2.148,Vall Hebron,1.042
2020,33,2020-08-10,41.4261,2.148,Vall Hebron,1.126
2020,34,2020-08-17,41.4261,2.148,Vall Hebron,1.036
2020,35,2020-08-24,41.4261,2.148,Vall Hebron,1.012
2020,36,2020-08-31,41.4261,2.148,Vall Hebron,1.127
2020,32,2020-08-03,41.3875,2.1151,Palau Reial,1.000
2020,33,2020-08-10,41.3875,2.1151,Palau Reial,1.096
2020,34,2020-08-17,41.3875,2.1151,Palau Reial,1.061
2020,35,2020-08-24,41.3875,2.1151,Palau Reial,1.066
2020,36,2020-08-31,41.3875,2.1151,Palau Reial,1.285
2020,37,2020-09-07,41.3853,2.1538,Eixample,1.075
2020,38,2020-09-14,41.3853,2.1538,Eixample,1.118
2020,39,2020-09-21,41.3853,2.1538,Eixample,1.000
2020,40,2020-09-28,41.3853,2.1538,Eixample,1.066
2020,37,2020-09-07,41.3987,2.1534,Gràcia,1.365
2020,38,2020-09-14,41.3987,2.1534,Gràcia,1.468
2020,39,2020-09-21,41.3987,2.1534,Gràcia,1.528
2020,40,2020-09-28,41.3987,2.1534,Gràcia,1.972
2020,37,2020-09-07,41.4261,2.148,Vall Hebron,1.042
2020,38,2020-09-14,41.4261,2.148,Vall Hebron,1.081
2020,39,2020-09-21,41.4261,2.148,Vall Hebron,1.044
2020,40,2020-09-28,41.4261,2.148,Vall Hebron,1.042
2020,37,2020-09-07,41.3875,2.1151,Palau Reial,1.136
2020,38,2020-09-14,41.3875,2.1151,Palau Reial,1.143
2020,39,2020-09-21,41.3875,2.1151,Palau Reial,1.087
2020,40,2020-09-28,41.3875,2.1151,Palau Reial,1.107
2020,41,2020-10-05,41.3853,2.1538,Eixample,1.092
2020,42,2020-10-12,41.3853,2.1538,Eixample,1.031
2020,43,2020-10-19,41.3853,2.1538,Eixample,1.230
2020,44,2020-10-26,41.3853,2.1538,Eixample,1.232
2020,41,2020-10-05,41.3987,2.1534,Gràcia,1.942
2020,42,2020-10-12,41.3987,2.1534,Gràcia,1.074
2020,43,2020-10-19,41.3987,2.1534,Gràcia,1.093
2020,44,2020-10-26,41.3987,2.1534,Gràcia,1.121
2020,41,2020-10-05,41.4261,2.148,Vall Hebron,1.048
2020,42,2020-10-12,41.4261,2.148,Vall Hebron,1.006
2020,43,2020-10-19,41.4261,2.148,Vall Hebron,1.000
2020,44,2020-10-26,41.4261,2.148,Vall Hebron,1.024
2020,41,2020-10-05,41.3875,2.1151,Palau Reial,1.109
2020,42,2020-10-12,41.3875,2.1151,Palau Reial,1.053
2020,43,2020-10-19,41.3875,2.1151,Palau Reial,2.474
2020,44,2020-10-26,41.3875,2.1151,Palau Reial,1.877
2020,45,2020-11-02,41.3853,2.1538,Eixample,1.117
2020,46,2020-11-09,41.3853,2.1538,Eixample,1.706
2020,47,2020-11-16,41.3853,2.1538,Eixample,2.496
2020,48,2020-11-23,41.3853,2.1538,Eixample,2.026
2020,45,2020-11-02,41.3987,2.1534,Gràcia,1.036
2020,46,2020-11-09,41.3987,2.1534,Gràcia,1.234
2020,47,2020-11-16,41.3987,2.1534,Gràcia,1.252
2020,48,2020-11-23,41.3987,2.1534,Gràcia,1.078
2020,45,2020-11-02,41.4261,2.148,Vall Hebron,1.006
2020,46,2020-11-09,41.4261,2.148,Vall Hebron,1.025
2020,47,2020-11-16,41.4261,2.148,Vall Hebron,1.231
2020,48,2020-11-23,41.4261,2.148,Vall Hebron,1.081
2020,45,2020-11-02,41.3875,2.1151,Palau Reial,1.000
2020,46,2020-11-09,41.3875,2.1151,Palau Reial,1.179
2020,47,2020-11-16,41.3875,2.1151,Palau Reial,1.159
2020,48,2020-11-23,41.3875,2.1151,Palau Reial,1.114
