Jahr,Wochennummer,Lat,Long,Ort,Durchschnitt
2020,37,41.3875,2.1151,Palau Reial,13.726
2020,38,41.3875,2.1151,Palau Reial,35.360
2020,39,41.3875,2.1151,Palau Reial,18.518
2020,40,41.3875,2.1151,Palau Reial,17.983
2020,41,41.4039,2.2045,Poblenou,47.881
2020,42,41.4039,2.2045,Poblenou,39.978
2020,43,41.4039,2.2045,Poblenou,55.891
2020,44,41.4039,2.2045,Poblenou,62.630
2020,41,41.3788,2.1331,Sants,32.104
2020,42,41.3788,2.1331,Sants,28.981
2020,43,41.3788,2.1331,Sants,45.171
2020,44,41.3788,2.1331,Sants,42.418
2020,41,41.3853,2.1538,Eixample,69.152
2020,42,41.3853,2.1538,Eixample,60.355
2020,43,41.3853,2.1538,Eixample,96.600
2020,44,41.3853,2.1538,Eixample,81.968
2020,41,41.3987,2.1534,Gràcia,57.745
2020,42,41.3987,2.1534,Gràcia,44.964
2020,43,41.3987,2.1534,Gràcia,57.602
2020,44,41.3987,2.1534,Gràcia,65.392
2020,41,41.3864,2.1874,Ciutadella,34.677
2020,42,41.3864,2.1874,Ciutadella,25.539
2020,43,41.3864,2.1874,Ciutadella,42.731
2020,44,41.3864,2.1874,Ciutadella,40.742
2020,41,41.4261,2.148,Vall Hebron,41.095
2020,42,41.4261,2.148,Vall Hebron,27.611
2020,43,41.4261,2.148,Vall Hebron,35.610
2020,44,41.4261,2.148,Vall Hebron,36.237
2020,41,41.3875,2.1151,Palau Reial,22.035
2020,42,41.3875,2.1151,Palau Reial,12.237
2020,43,41.3875,2.1151,Palau Reial,19.033
2020,44,41.3875,2.1151,Palau Reial,32.130
2020,45,41.4039,2.2045,Poblenou,40.793
2020,46,41.4039,2.2045,Poblenou,79.519
2020,47,41.4039,2.2045,Poblenou,69.300
2020,48,41.4039,2.2045,Poblenou,85.528
2020,45,41.3788,2.1331,Sants,30.663
2020,46,41.3788,2.1331,Sants,59.066
2020,47,41.3788,2.1331,Sants,49.354
2020,48,41.3788,2.1331,Sants,63.641
2020,45,41.3853,2.1538,Eixample,63.412
2020,46,41.3853,2.1538,Eixample,120.772
2020,47,41.3853,2.1538,Eixample,95.184
2020,48,41.3853,2.1538,Eixample,105.387
2020,45,41.3987,2.1534,Gràcia,50.538
2020,46,41.3987,2.1534,Gràcia,79.248
2020,47,41.3987,2.1534,Gràcia,70.322
2020,48,41.3987,2.1534,Gràcia,70.000
2020,45,41.3864,2.1874,Ciutadella,27.201
2020,46,41.3864,2.1874,Ciutadella,66.286
2020,47,41.3864,2.1874,Ciutadella,53.170
2020,48,41.3864,2.1874,Ciutadella,69.263
2020,45,41.4261,2.148,Vall Hebron,32.371
2020,46,41.4261,2.148,Vall Hebron,49.209
2020,47,41.4261,2.148,Vall Hebron,48.913
2020,48,41.4261,2.148,Vall Hebron,40.906
2020,45,41.3875,2.1151,Palau Reial,22.850
2020,46,41.3875,2.1151,Palau Reial,46.089
2020,47,41.3875,2.1151,Palau Reial,36.086
2020,48,41.3875,2.1151,Palau Reial,41.295
